"vehicle.age","Avg.Rating"
0,4.9495
1,4.94762195121951
2,4.93190476190476
3,4.92613402061856
4,4.93288372093023
5,4.90591397849462
6,4.92345679012346
7,4.89370689655172
8,4.89377192982456
9,4.85797297297297
10,4.90643835616438
11,4.90378378378378
12,4.88553191489362
13,4.8490625
14,4.88916666666667
15,4.82857142857143
